"Transaction Id","Order Date","Ship Date","Ship Mode","Customer Name","Segment","Country","City","State","Region","Product ID","Category","Sub-category","Product Name","Sales","Quantity","Profit","Payment Mode"
"T01092","2023-06-15","2023-06-17","Second Class","Priya Nair","Corporate","India","Vijayawada","Andhra Pradesh","South","P9199","Technology","Art","Technology - Art - 712","1815.16","5","166.65","Debit Card"
"T01093","2023-05-29","2023-06-02","Standard Class","Rohan Chatterjee","Consumer","India","Lucknow","Uttar Pradesh","North","P5685","Furniture","Book-case","Furniture - Book-case - 642","3542.52","9","809.76","Cash"
"T01094","2023-05-20","2023-05-23","Standard Class","Aarav Sharma","Consumer","India","Bhopal","Madhya Pradesh","Central","P6526","Office Supplies","Storage","Office Supplies - Storage - 829","167.38","3","3.55","Debit Card"
"T01095","2023-04-01","2023-04-02","First Class","Ishaan Das","Consumer","India","Vijayawada","Andhra Pradesh","South","P6721","Technology","Phone","Technology - Phone - 354","1855.2","10","553.64","Debit Card"
"T01096","2023-06-14","2023-06-15","Same Day","Aman Kapoor","Consumer","India","Lucknow","Uttar Pradesh","North","P2819","Furniture","Furnishing","Furniture - Furnishing - 602","1224.41","1","235.98","EMI"
"T01097","2023-02-06","2023-02-08","First Class","Priya Nair","Home Office","India","Agra","Uttar Pradesh","North","P5510","Office Supplies","Paper","Office Supplies - Paper - 375","2328.94","8","179.56","Credit Card"
"T01098","2023-03-20","2023-03-23","Standard Class","Rahul Malhotra","Home Office","India","Chennai","Tamil Nadu","South","P5264","Furniture","Book-case","Furniture - Book-case - 648","4768.12","2","784.5","Debit Card"
"T01099","2023-09-24","2023-09-27","Standard Class","Sneha Desai","Consumer","India","Coimbatore","Tamil Nadu","South","P2866","Technology","Accessories","Technology - Accessories - 689","680.64","2","256.22","Cash"
"T01100","2023-12-21","2023-12-25","Same Day","Tanvi Sharma","Home Office","India","Coimbatore","Tamil Nadu","South","P8076","Furniture","Table","Furniture - Table - 986","3525.19","10","1107.17","Debit Card"
"T01101","2023-01-30","2023-02-02","Same Day","Ishaan Das","Consumer","India","Kolkata","West Bengal","East","P5258","Furniture","Book-case","Furniture - Book-case - 967","590.12","6","-56.26","Cash"
"T01102","2023-09-30","2023-10-02","Same Day","Vivaan Patel","Home Office","India","Mumbai","Maharashtra","West","P3783","Office Supplies","Bookcase","Office Supplies - Bookcase - 815","707.96","10","-101.35","EMI"
"T01103","2023-11-03","2023-11-06","Standard Class","Kritika Jain","Corporate","India","Chennai","Tamil Nadu","South","P1470","Furniture","Table","Furniture - Table - 213","1075.01","5","459.35","Cash"
"T01104","2023-06-30","2023-07-02","First Class","Rahul Malhotra","Home Office","India","Bhopal","Madhya Pradesh","Central","P9549","Technology","Accessories","Technology - Accessories - 575","3200.85","5","1345.66","EMI"
"T01105","2023-12-15","2023-12-19","Standard Class","Krishna Reddy","Consumer","India","Surat","Gujarat","West","P6065","Furniture","Book-case","Furniture - Book-case - 695","2091.02","9","904.76","Debit Card"
"T01106","2023-11-28","2023-11-30","First Class","Priya Nair","Home Office","India","Kolkata","West Bengal","East","P2517","Office Supplies","Bookcase","Office Supplies - Bookcase - 644","1134.56","4","322.64","UPI"
"T01107","2023-04-30","2023-05-04","Standard Class","Priya Nair","Home Office","India","Mumbai","Maharashtra","West","P5626","Furniture","Book-case","Furniture - Book-case - 843","1992.9","3","178.2","UPI"
"T01108","2023-10-28","2023-11-01","Same Day","Kritika Jain","Home Office","India","Bhopal","Madhya Pradesh","Central","P1922","Furniture","Table","Furniture - Table - 171","3917.46","3","1871.27","Credit Card"
"T01109","2023-03-31","2023-04-02","First Class","Sneha Desai","Home Office","India","Kolkata","West Bengal","East","P8925","Furniture","Book-case","Furniture - Book-case - 921","4082.6","10","-210.64","Cash"
"T01110","2023-02-17","2023-02-20","Same Day","Rahul Malhotra","Consumer","India","Indore","Madhya Pradesh","Central","P5388","Office Supplies","Bookcase","Office Supplies - Bookcase - 459","3181.24","6","880.25","EMI"
"T01111","2023-07-29","2023-08-01","Standard Class","Neha Bansal","Consumer","India","Nagpur","Maharashtra","West","P1104","Office Supplies","Binder","Office Supplies - Binder - 267","4464.6","1","666.33","Credit Card"
"T01112","2023-05-28","2023-05-31","Same Day","Priya Nair","Consumer","India","Jaipur","Rajasthan","North","P7984","Office Supplies","Storage","Office Supplies - Storage - 177","2417.51","4","265.91","Cash"
"T01113","2023-11-15","2023-11-16","First Class","Riya Gupta","Home Office","India","Coimbatore","Tamil Nadu","South","P7923","Furniture","Furnishing","Furniture - Furnishing - 899","2381.63","5","-416.72","Cash"
"T01114","2023-02-14","2023-02-18","Standard Class","Rohan Chatterjee","Home Office","India","Patna","Bihar","East","P4672","Office Supplies","Bookcase","Office Supplies - Bookcase - 890","1335.32","6","-201.46","Cash"
"T01115","2023-03-05","2023-03-06","Second Class","Kabir Khan","Corporate","India","Bangalore","Karnataka","South","P9352","Technology","Art","Technology - Art - 597","2980.36","2","-524.92","EMI"
"T01116","2023-10-26","2023-10-27","Second Class","Riya Gupta","Home Office","India","Ahmedabad","Gujarat","West","P7388","Office Supplies","Copy","Office Supplies - Copy - 301","4933.59","8","1181.67","EMI"
"T01117","2023-08-08","2023-08-10","Second Class","Sneha Desai","Consumer","India","Pune","Maharashtra","West","P3051","Technology","Art","Technology - Art - 815","2471.71","1","178.77","Credit Card"
"T01118","2023-08-15","2023-08-17","Same Day","Rohan Chatterjee","Home Office","India","Nagpur","Maharashtra","West","P3075","Technology","Art","Technology - Art - 777","576.07","6","6.35","EMI"
"T01119","2023-09-13","2023-09-17","Same Day","Kabir Khan","Corporate","India","Hyderabad","Telangana","South","P5501","Furniture","Furnishing","Furniture - Furnishing - 829","189.37","4","4.89","UPI"
"T01120","2023-12-10","2023-12-12","Standard Class","Saanvi Joshi","Home Office","India","Surat","Gujarat","West","P5254","Technology","Art","Technology - Art - 471","1304.89","9","-150.63","EMI"
"T01121","2023-06-04","2023-06-08","Same Day","Priya Nair","Consumer","India","Vijayawada","Andhra Pradesh","South","P8152","Technology","Phone","Technology - Phone - 294","3137.22","3","652.98","UPI"
"T01122","2023-11-16","2023-11-19","Same Day","Aditya Rao","Home Office","India","Patna","Bihar","East","P3397","Office Supplies","Copy","Office Supplies - Copy - 315","4868.29","5","55.71","Credit Card"
"T01123","2023-03-01","2023-03-03","Standard Class","Rahul Malhotra","Home Office","India","Patna","Bihar","East","P6189","Technology","Phone","Technology - Phone - 440","1141.53","9","-115.41","EMI"
"T01124","2023-09-29","2023-09-30","First Class","Rahul Malhotra","Corporate","India","Chennai","Tamil Nadu","South","P1625","Furniture","Table","Furniture - Table - 152","133.86","6","53.79","EMI"
"T01125","2023-05-19","2023-05-20","Standard Class","Priya Nair","Home Office","India","Pune","Maharashtra","West","P2036","Office Supplies","Paper","Office Supplies - Paper - 867","2563.24","6","-138.39","Credit Card"
"T01126","2023-11-04","2023-11-05","Same Day","Neha Bansal","Corporate","India","Hyderabad","Telangana","South","P6386","Technology","Art","Technology - Art - 782","1280.61","6","478.58","EMI"
"T01127","2023-07-04","2023-07-07","Standard Class","Vivaan Patel","Home Office","India","Agra","Uttar Pradesh","North","P7379","Technology","Art","Technology - Art - 300","3027.68","2","1159.68","UPI"
"T01128","2023-10-20","2023-10-22","Second Class","Diya Verma","Corporate","India","Vijayawada","Andhra Pradesh","South","P5348","Office Supplies","Copy","Office Supplies - Copy - 733","1459.72","9","228.96","Debit Card"
"T01129","2023-11-30","2023-12-02","Same Day","Anaya Singh","Consumer","India","Bhopal","Madhya Pradesh","Central","P9437","Technology","Art","Technology - Art - 932","2873.55","10","138.71","EMI"
"T01130","2023-12-10","2023-12-12","Standard Class","Rahul Malhotra","Home Office","India","Nagpur","Maharashtra","West","P9043","Furniture","Furnishing","Furniture - Furnishing - 450","831.17","9","-16.67","Credit Card"
"T01131","2023-02-25","2023-02-28","First Class","Tanvi Sharma","Corporate","India","Ahmedabad","Gujarat","West","P9859","Office Supplies","Storage","Office Supplies - Storage - 276","3913.43","4","1199.38","Credit Card"
"T01132","2023-09-07","2023-09-08","Standard Class","Rohan Chatterjee","Home Office","India","Patna","Bihar","East","P9774","Technology","Art","Technology - Art - 377","4971.59","2","1376.44","Cash"
"T01133","2023-01-21","2023-01-22","Standard Class","Priya Nair","Consumer","India","Nagpur","Maharashtra","West","P1794","Furniture","Book-case","Furniture - Book-case - 387","3397.43","5","1498.84","UPI"
"T01134","2023-03-10","2023-03-13","First Class","Ishaan Das","Corporate","India","Patna","Bihar","East","P7031","Technology","Phone","Technology - Phone - 252","4379.1","6","-6.95","Debit Card"
"T01135","2023-05-30","2023-06-03","Same Day","Saanvi Joshi","Consumer","India","Mumbai","Maharashtra","West","P8758","Furniture","Book-case","Furniture - Book-case - 927","2658.35","5","584.32","Cash"
"T01136","2023-04-10","2023-04-14","Second Class","Saanvi Joshi","Home Office","India","Surat","Gujarat","West","P6387","Furniture","Furnishing","Furniture - Furnishing - 188","2463.36","7","1161.17","Debit Card"
"T01137","2023-10-08","2023-10-11","Same Day","Meera Iyer","Consumer","India","Delhi","Delhi","North","P8297","Office Supplies","Bookcase","Office Supplies - Bookcase - 683","1867.76","6","659.23","EMI"
"T01138","2023-09-29","2023-09-30","First Class","Anaya Singh","Home Office","India","Hyderabad","Telangana","South","P5194","Technology","Phone","Technology - Phone - 151","982.68","5","380.88","EMI"
"T01139","2023-07-30","2023-08-03","Second Class","Vivaan Patel","Corporate","India","Chennai","Tamil Nadu","South","P3441","Furniture","Table","Furniture - Table - 559","4403.5","4","652.74","EMI"
"T01140","2023-02-14","2023-02-16","Same Day","Ishaan Das","Home Office","India","Nagpur","Maharashtra","West","P3142","Office Supplies","Paper","Office Supplies - Paper - 962","2245.47","6","-133.87","Cash"
"T01141","2023-04-13","2023-04-17","First Class","Neha Bansal","Corporate","India","Agra","Uttar Pradesh","North","P1351","Technology","Accessories","Technology - Accessories - 780","2605.16","2","647.81","Credit Card"
"T01142","2023-11-29","2023-11-30","Standard Class","Priya Nair","Corporate","India","Vijayawada","Andhra Pradesh","South","P3206","Furniture","Furnishing","Furniture - Furnishing - 116","981.38","2","305.83","EMI"
"T01143","2023-02-06","2023-02-07","Second Class","Arjun Mehta","Home Office","India","Patna","Bihar","East","P6969","Office Supplies","Copy","Office Supplies - Copy - 541","4373.56","6","-634.07","UPI"
"T01144","2023-08-10","2023-08-12","Second Class","Riya Gupta","Consumer","India","Nashik","Maharashtra","West","P2723","Office Supplies","Binder","Office Supplies - Binder - 828","3472.03","2","-194.08","Cash"
"T01145","2023-06-14","2023-06-17","Same Day","Anaya Singh","Home Office","India","Patna","Bihar","East","P2705","Technology","Art","Technology - Art - 645","634.4","2","-110.58","Cash"
"T01146","2023-07-25","2023-07-29","First Class","Kritika Jain","Home Office","India","Lucknow","Uttar Pradesh","North","P7741","Furniture","Table","Furniture - Table - 386","2738.54","9","510.26","Debit Card"
"T01147","2023-02-14","2023-02-18","First Class","Aditya Rao","Corporate","India","Indore","Madhya Pradesh","Central","P8862","Furniture","Book-case","Furniture - Book-case - 742","1691.93","1","635.22","Cash"
"T01148","2023-01-02","2023-01-03","Standard Class","Rohan Chatterjee","Home Office","India","Indore","Madhya Pradesh","Central","P4127","Furniture","Table","Furniture - Table - 470","600.07","8","-22.12","Credit Card"
"T01149","2023-05-12","2023-05-16","First Class","Rohan Chatterjee","Home Office","India","Ludhiana","Punjab","North","P9838","Technology","Accessories","Technology - Accessories - 455","3086.76","7","201.21","UPI"
"T01150","2023-01-31","2023-02-01","First Class","Riya Gupta","Home Office","India","Ahmedabad","Gujarat","West","P5883","Office Supplies","Paper","Office Supplies - Paper - 251","2445.55","6","-203.28","Cash"
"T01151","2023-11-09","2023-11-13","Same Day","Krishna Reddy","Consumer","India","Patna","Bihar","East","P4124","Office Supplies","Binder","Office Supplies - Binder - 787","2800.61","7","419.76","Debit Card"
"T01152","2023-01-25","2023-01-27","Second Class","Rahul Malhotra","Corporate","India","Indore","Madhya Pradesh","Central","P2898","Office Supplies","Paper","Office Supplies - Paper - 317","314.7","7","-58.71","Debit Card"
"T01153","2023-05-13","2023-05-17","Second Class","Meera Iyer","Corporate","India","Kolkata","West Bengal","East","P2673","Furniture","Book-case","Furniture - Book-case - 713","1789.96","7","417.72","EMI"
"T01154","2023-03-04","2023-03-07","Standard Class","Aditya Rao","Corporate","India","Surat","Gujarat","West","P8939","Office Supplies","Binder","Office Supplies - Binder - 304","4329","4","1601.22","UPI"
"T01155","2023-09-11","2023-09-15","First Class","Ishaan Das","Home Office","India","Indore","Madhya Pradesh","Central","P6028","Technology","Accessories","Technology - Accessories - 745","4740.57","10","306.82","Cash"
"T01156","2023-02-05","2023-02-09","Second Class","Sneha Desai","Consumer","India","Hyderabad","Telangana","South","P4940","Office Supplies","Bookcase","Office Supplies - Bookcase - 571","3801.05","3","491.46","Credit Card"
"T01157","2023-11-16","2023-11-20","Same Day","Saanvi Joshi","Consumer","India","Hyderabad","Telangana","South","P6254","Technology","Art","Technology - Art - 672","1512.08","9","627.46","Cash"
"T01158","2023-07-27","2023-07-30","Standard Class","Anaya Singh","Consumer","India","Mumbai","Maharashtra","West","P2360","Technology","Accessories","Technology - Accessories - 718","1336.94","9","148.25","EMI"
"T01159","2023-04-04","2023-04-08","Same Day","Arjun Mehta","Home Office","India","Hyderabad","Telangana","South","P1676","Technology","Phone","Technology - Phone - 700","3510.88","10","791.06","UPI"
"T01160","2023-03-15","2023-03-16","Standard Class","Arjun Mehta","Home Office","India","Surat","Gujarat","West","P1856","Office Supplies","Binder","Office Supplies - Binder - 670","2805.24","5","676.96","Debit Card"
"T01161","2023-09-20","2023-09-23","Second Class","Anaya Singh","Home Office","India","Delhi","Delhi","North","P9749","Office Supplies","Paper","Office Supplies - Paper - 612","3324.4","10","1408.49","EMI"
"T01162","2023-01-20","2023-01-22","First Class","Ishaan Das","Corporate","India","Patna","Bihar","East","P7936","Furniture","Table","Furniture - Table - 974","372.95","5","60.29","Debit Card"
"T01163","2023-07-04","2023-07-05","Same Day","Krishna Reddy","Consumer","India","Delhi","Delhi","North","P8526","Office Supplies","Binder","Office Supplies - Binder - 594","4506.97","6","448.97","EMI"
"T01164","2023-12-07","2023-12-08","Same Day","Priya Nair","Home Office","India","Coimbatore","Tamil Nadu","South","P1095","Office Supplies","Bookcase","Office Supplies - Bookcase - 206","2055.79","4","366.22","Debit Card"
"T01165","2023-08-09","2023-08-12","Second Class","Ishaan Das","Consumer","India","Hyderabad","Telangana","South","P2934","Furniture","Book-case","Furniture - Book-case - 755","1172.86","4","-175.03","EMI"
"T01166","2023-11-06","2023-11-08","Second Class","Rahul Malhotra","Corporate","India","Bangalore","Karnataka","South","P9775","Furniture","Table","Furniture - Table - 945","4210.87","8","1007.61","Debit Card"
"T01167","2023-06-04","2023-06-07","Standard Class","Rahul Malhotra","Consumer","India","Coimbatore","Tamil Nadu","South","P7514","Technology","Phone","Technology - Phone - 902","819.08","3","-58.9","UPI"
"T01168","2023-10-12","2023-10-14","Standard Class","Arjun Mehta","Home Office","India","Jaipur","Rajasthan","North","P7495","Technology","Phone","Technology - Phone - 952","3605.71","9","1579.37","EMI"
"T01169","2023-10-14","2023-10-17","First Class","Aman Kapoor","Consumer","India","Surat","Gujarat","West","P7965","Technology","Phone","Technology - Phone - 104","3440.94","5","513.9","Debit Card"
"T01170","2023-12-17","2023-12-20","First Class","Kritika Jain","Home Office","India","Ahmedabad","Gujarat","West","P3057","Office Supplies","Binder","Office Supplies - Binder - 153","3069.5","6","110.48","Debit Card"
"T01171","2023-08-17","2023-08-18","First Class","Saanvi Joshi","Corporate","India","Nashik","Maharashtra","West","P5131","Furniture","Furnishing","Furniture - Furnishing - 115","3972.61","9","431.22","UPI"
"T01172","2023-08-27","2023-08-29","Same Day","Aditya Rao","Corporate","India","Surat","Gujarat","West","P8524","Furniture","Furnishing","Furniture - Furnishing - 999","998.11","4","-173.43","Debit Card"
"T01173","2023-05-17","2023-05-20","Same Day","Rahul Malhotra","Consumer","India","Kolkata","West Bengal","East","P1418","Technology","Phone","Technology - Phone - 185","4793.17","6","2063.78","EMI"
"T01174","2023-07-02","2023-07-04","Same Day","Kabir Khan","Corporate","India","Ahmedabad","Gujarat","West","P3802","Office Supplies","Binder","Office Supplies - Binder - 748","3845.2","10","-621.3","Debit Card"
"T01175","2023-07-08","2023-07-11","Second Class","Arjun Mehta","Corporate","India","Kolkata","West Bengal","East","P1318","Furniture","Book-case","Furniture - Book-case - 413","2894.35","1","837.24","Cash"
"T01176","2023-11-29","2023-12-02","Same Day","Aman Kapoor","Home Office","India","Coimbatore","Tamil Nadu","South","P3688","Office Supplies","Bookcase","Office Supplies - Bookcase - 756","3822.21","3","544.02","Cash"
"T01177","2023-07-20","2023-07-23","Same Day","Krishna Reddy","Consumer","India","Jaipur","Rajasthan","North","P5917","Technology","Accessories","Technology - Accessories - 276","4590.9","1","1973.73","Cash"
"T01178","2023-03-20","2023-03-23","First Class","Neha Bansal","Home Office","India","Bangalore","Karnataka","South","P3756","Office Supplies","Paper","Office Supplies - Paper - 944","746.48","5","91.13","Debit Card"
"T01179","2023-09-21","2023-09-23","Second Class","Anaya Singh","Corporate","India","Indore","Madhya Pradesh","Central","P7249","Office Supplies","Bookcase","Office Supplies - Bookcase - 964","2445.6","3","-318.85","Credit Card"
"T01180","2023-03-19","2023-03-23","First Class","Krishna Reddy","Consumer","India","Coimbatore","Tamil Nadu","South","P4538","Furniture","Furnishing","Furniture - Furnishing - 772","715.84","3","-128.35","UPI"
"T01181","2023-08-15","2023-08-19","Standard Class","Rahul Malhotra","Consumer","India","Jaipur","Rajasthan","North","P2540","Office Supplies","Binder","Office Supplies - Binder - 684","1133.95","8","-118.79","Credit Card"
"T01182","2023-01-25","2023-01-26","Standard Class","Rohan Chatterjee","Consumer","India","Delhi","Delhi","North","P6296","Office Supplies","Storage","Office Supplies - Storage - 441","3693.41","8","-677.1","UPI"
"T01183","2023-04-25","2023-04-28","Second Class","Aman Kapoor","Consumer","India","Surat","Gujarat","West","P9387","Furniture","Book-case","Furniture - Book-case - 388","1384.01","1","320.15","Debit Card"
"T01184","2023-03-17","2023-03-20","Standard Class","Ishaan Das","Corporate","India","Pune","Maharashtra","West","P7282","Office Supplies","Binder","Office Supplies - Binder - 403","1278.64","1","118.65","Credit Card"
"T01185","2023-08-15","2023-08-19","Standard Class","Arjun Mehta","Consumer","India","Ludhiana","Punjab","North","P6383","Technology","Art","Technology - Art - 422","1627.74","1","491.11","Debit Card"
"T01186","2023-12-19","2023-12-23","Same Day","Vivaan Patel","Corporate","India","Bangalore","Karnataka","South","P1100","Office Supplies","Storage","Office Supplies - Storage - 153","187.4","5","56.67","Cash"
"T01187","2023-12-23","2023-12-26","Same Day","Sneha Desai","Consumer","India","Coimbatore","Tamil Nadu","South","P8965","Furniture","Table","Furniture - Table - 970","4709.26","10","1134.54","Debit Card"
"T01188","2023-09-05","2023-09-08","First Class","Priya Nair","Home Office","India","Ludhiana","Punjab","North","P9546","Technology","Accessories","Technology - Accessories - 218","4804.98","9","54.78","UPI"
"T01189","2023-09-19","2023-09-20","Same Day","Arjun Mehta","Home Office","India","Mumbai","Maharashtra","West","P3479","Office Supplies","Storage","Office Supplies - Storage - 857","1516.1","9","307.2","EMI"
"T01190","2023-09-13","2023-09-15","Standard Class","Priya Nair","Consumer","India","Bangalore","Karnataka","South","P4212","Technology","Accessories","Technology - Accessories - 894","4168.95","10","94.03","Credit Card"
"T01191","2023-11-02","2023-11-03","First Class","Arjun Mehta","Home Office","India","Ahmedabad","Gujarat","West","P2098","Furniture","Book-case","Furniture - Book-case - 711","4190.88","9","160.89","Cash"
"T01192","2023-06-29","2023-06-30","First Class","Aditya Rao","Corporate","India","Agra","Uttar Pradesh","North","P2847","Office Supplies","Storage","Office Supplies - Storage - 417","3900.69","10","1848.25","EMI"
"T01193","2023-10-24","2023-10-26","Second Class","Saanvi Joshi","Corporate","India","Patna","Bihar","East","P9556","Technology","Phone","Technology - Phone - 806","3528.39","8","1410.86","EMI"
"T01194","2023-01-06","2023-01-08","Second Class","Krishna Reddy","Corporate","India","Kolkata","West Bengal","East","P2540","Technology","Art","Technology - Art - 352","2748.8","8","-135.76","Cash"
"T01195","2023-02-03","2023-02-06","Second Class","Anaya Singh","Consumer","India","Bangalore","Karnataka","South","P9937","Furniture","Table","Furniture - Table - 982","338.77","2","114.38","Credit Card"
"T01196","2023-07-08","2023-07-12","Standard Class","Sneha Desai","Home Office","India","Indore","Madhya Pradesh","Central","P7445","Furniture","Book-case","Furniture - Book-case - 903","1666.71","3","807.46","Cash"
"T01197","2023-03-03","2023-03-07","First Class","Tanvi Sharma","Home Office","India","Nagpur","Maharashtra","West","P8387","Office Supplies","Bookcase","Office Supplies - Bookcase - 907","945.8","9","253.56","UPI"
"T01198","2023-01-10","2023-01-14","Same Day","Diya Verma","Home Office","India","Ahmedabad","Gujarat","West","P4778","Technology","Art","Technology - Art - 202","1220.33","1","593.6","Credit Card"
"T01199","2023-11-06","2023-11-10","Same Day","Aman Kapoor","Home Office","India","Surat","Gujarat","West","P9469","Office Supplies","Bookcase","Office Supplies - Bookcase - 485","1807.78","10","879.76","Cash"
"T01200","2023-09-07","2023-09-08","First Class","Riya Gupta","Home Office","India","Ahmedabad","Gujarat","West","P9652","Office Supplies","Storage","Office Supplies - Storage - 151","1359.58","4","-104.73","EMI"
"T01201","2023-07-24","2023-07-26","Same Day","Aman Kapoor","Home Office","India","Jaipur","Rajasthan","North","P9761","Technology","Accessories","Technology - Accessories - 326","4764.08","10","1563.93","Debit Card"
"T01202","2023-02-01","2023-02-03","Second Class","Priya Nair","Corporate","India","Ludhiana","Punjab","North","P7467","Furniture","Table","Furniture - Table - 669","2079.97","1","694.79","Cash"
"T01203","2023-02-06","2023-02-09","Second Class","Kritika Jain","Consumer","India","Jaipur","Rajasthan","North","P7811","Office Supplies","Bookcase","Office Supplies - Bookcase - 370","2473.23","6","-170.51","Credit Card"
"T01204","2023-08-21","2023-08-25","Second Class","Saanvi Joshi","Corporate","India","Nagpur","Maharashtra","West","P7219","Technology","Accessories","Technology - Accessories - 122","2032.8","3","-263.85","EMI"
"T01205","2023-05-01","2023-05-05","Same Day","Tanvi Sharma","Corporate","India","Hyderabad","Telangana","South","P7152","Furniture","Book-case","Furniture - Book-case - 306","4932.79","2","583.99","Credit Card"
"T01206","2023-10-24","2023-10-26","Standard Class","Anaya Singh","Corporate","India","Ahmedabad","Gujarat","West","P2932","Technology","Art","Technology - Art - 952","1645.68","7","-287.36","Credit Card"
"T01207","2023-01-31","2023-02-02","Standard Class","Saanvi Joshi","Corporate","India","Ahmedabad","Gujarat","West","P7267","Office Supplies","Storage","Office Supplies - Storage - 440","847.46","7","-95.37","Debit Card"
"T01208","2023-10-24","2023-10-28","Second Class","Saanvi Joshi","Home Office","India","Ahmedabad","Gujarat","West","P3884","Furniture","Table","Furniture - Table - 888","1666.3","7","295.93","Credit Card"
"T01209","2023-06-16","2023-06-19","Second Class","Kabir Khan","Consumer","India","Ahmedabad","Gujarat","West","P9311","Office Supplies","Bookcase","Office Supplies - Bookcase - 171","4985.87","5","827.54","EMI"
"T01210","2023-11-25","2023-11-27","First Class","Neha Bansal","Home Office","India","Mumbai","Maharashtra","West","P2853","Furniture","Table","Furniture - Table - 288","575.76","3","-76.17","Credit Card"
"T01211","2023-10-25","2023-10-29","Same Day","Diya Verma","Corporate","India","Ludhiana","Punjab","North","P4369","Office Supplies","Copy","Office Supplies - Copy - 481","3234.57","3","1213.18","Debit Card"
"T01212","2023-02-20","2023-02-24","Standard Class","Arjun Mehta","Consumer","India","Agra","Uttar Pradesh","North","P1797","Technology","Phone","Technology - Phone - 588","4580.87","8","-383.79","Credit Card"
"T01213","2023-11-24","2023-11-25","Same Day","Rohan Chatterjee","Home Office","India","Ahmedabad","Gujarat","West","P3499","Office Supplies","Binder","Office Supplies - Binder - 972","2072.82","10","436.03","UPI"
"T01214","2023-05-27","2023-05-29","First Class","Sneha Desai","Home Office","India","Ludhiana","Punjab","North","P7741","Technology","Accessories","Technology - Accessories - 724","3590.62","2","1267.55","Credit Card"
"T01215","2023-10-21","2023-10-22","Same Day","Krishna Reddy","Consumer","India","Vijayawada","Andhra Pradesh","South","P5578","Furniture","Furnishing","Furniture - Furnishing - 283","744.8","8","245.83","Credit Card"
"T01216","2023-01-30","2023-02-01","Second Class","Vivaan Patel","Corporate","India","Kolkata","West Bengal","East","P2323","Technology","Art","Technology - Art - 325","4672.39","6","1926.07","UPI"
"T01217","2023-05-09","2023-05-12","Second Class","Vivaan Patel","Consumer","India","Jaipur","Rajasthan","North","P2328","Technology","Phone","Technology - Phone - 736","2725.3","5","-35.89","Credit Card"
"T01218","2023-06-28","2023-07-02","First Class","Meera Iyer","Home Office","India","Mumbai","Maharashtra","West","P3871","Office Supplies","Storage","Office Supplies - Storage - 379","842.8","9","-117.73","Debit Card"
"T01219","2023-06-01","2023-06-05","Standard Class","Saanvi Joshi","Consumer","India","Nagpur","Maharashtra","West","P2992","Furniture","Book-case","Furniture - Book-case - 364","2860.9","3","-293.57","Cash"
"T01220","2023-06-13","2023-06-16","Second Class","Priya Nair","Corporate","India","Indore","Madhya Pradesh","Central","P5818","Furniture","Table","Furniture - Table - 406","4354.36","8","875.99","Credit Card"
"T01221","2023-05-19","2023-05-22","Same Day","Arjun Mehta","Home Office","India","Hyderabad","Telangana","South","P2749","Technology","Accessories","Technology - Accessories - 491","2923.02","3","655.03","EMI"
"T01222","2023-08-05","2023-08-06","First Class","Rahul Malhotra","Home Office","India","Pune","Maharashtra","West","P1254","Technology","Art","Technology - Art - 312","3953.43","8","871.21","EMI"
"T01223","2023-04-21","2023-04-24","Standard Class","Aditya Rao","Consumer","India","Jaipur","Rajasthan","North","P2597","Furniture","Table","Furniture - Table - 179","2288.33","10","-345.89","Debit Card"
"T01224","2023-12-02","2023-12-03","Standard Class","Priya Nair","Consumer","India","Patna","Bihar","East","P8023","Technology","Art","Technology - Art - 891","491.57","1","170.7","EMI"
"T01225","2023-06-08","2023-06-11","Standard Class","Vivaan Patel","Home Office","India","Ludhiana","Punjab","North","P6736","Technology","Phone","Technology - Phone - 580","4085.99","4","-31.46","EMI"
"T01226","2023-07-24","2023-07-25","Standard Class","Riya Gupta","Consumer","India","Lucknow","Uttar Pradesh","North","P6602","Furniture","Book-case","Furniture - Book-case - 312","4171.6","7","1167.14","Cash"
"T01227","2023-11-15","2023-11-18","Second Class","Aditya Rao","Consumer","India","Vijayawada","Andhra Pradesh","South","P9423","Furniture","Book-case","Furniture - Book-case - 170","3492.61","3","844.75","UPI"
"T01228","2023-04-29","2023-05-02","Standard Class","Vivaan Patel","Corporate","India","Indore","Madhya Pradesh","Central","P7245","Technology","Accessories","Technology - Accessories - 719","3173.86","1","185.28","Debit Card"
"T01229","2023-11-12","2023-11-13","Standard Class","Priya Nair","Consumer","India","Chennai","Tamil Nadu","South","P5657","Technology","Phone","Technology - Phone - 910","1641.38","8","604.51","Credit Card"
"T01230","2023-05-18","2023-05-21","Standard Class","Riya Gupta","Consumer","India","Bangalore","Karnataka","South","P5250","Office Supplies","Storage","Office Supplies - Storage - 291","1793.72","9","609.64","Debit Card"
"T01231","2023-08-29","2023-08-30","Same Day","Rohan Chatterjee","Home Office","India","Coimbatore","Tamil Nadu","South","P1071","Furniture","Furnishing","Furniture - Furnishing - 963","817.07","6","101.59","EMI"
"T01232","2023-05-09","2023-05-11","Standard Class","Anaya Singh","Corporate","India","Ludhiana","Punjab","North","P7511","Office Supplies","Binder","Office Supplies - Binder - 953","452.64","2","209.26","UPI"
